"_id","im1","im2","w1","w2","t","u"
999,61,56,1,0,1,false
1000,88,2,1,0,1,false
1001,91,0,0,1,1,false
993,52,41,0,1,1,false
994,50,27,0,1,1,false
1004,58,42,1,0,1,false
1005,74,14,0,1,1,false
1006,96,53,1,0,1,false
1007,97,7,0,1,1,false
1008,14,6,1,0,1,false
1009,90,22,1,0,1,false
1002,95,38,0,1,1,false
1012,88,87,1,0,1,false
1011,68,23,1,0,1,false
1013,68,17,1,0,1,false
1014,61,24,1,0,1,false
1015,86,54,0,1,1,false
1016,64,29,0,1,1,false
1017,49,35,0,1,1,false
1010,89,73,1,0,1,false
1020,34,11,0,1,1,false
1019,79,55,0,1,1,false
1003,86,22,1,0,1,false
1018,92,64,1,0,1,false
1021,74,48,1,0,1,false
1022,82,30,0,1,1,false
1024,42,18,1,0,1,false
1023,62,21,1,0,1,false
1025,64,10,1,0,1,false
1029,97,18,1,0,1,false
1027,53,27,1,0,1,false
1031,74,5,1,0,1,false
1030,77,39,0,1,1,false
1032,55,12,1,0,1,false
1033,93,4,0,1,1,false
1034,90,50,1,0,1,false
1036,92,88,0,1,1,false
1035,81,59,0,1,1,false
1037,91,24,0,1,1,false
1038,46,37,1,0,1,false
1039,88,54,0,1,1,false
1040,90,9,1,0,1,false
1041,53,5,0,1,1,false
1028,80,38,1,0,1,false
1044,62,51,0,1,1,false
1045,94,31,0,1,1,false
1046,74,19,1,0,1,false
1047,82,71,0,1,1,false
1048,94,52,1,0,1,false
1049,72,8,0,1,1,false
1050,52,36,0,1,1,false
1042,81,13,1,0,1,false
1051,82,4,1,0,1,false
1052,57,43,1,0,1,false
1053,68,38,1,0,1,false
1055,31,8,0,1,1,false
1054,69,32,1,0,1,false
1026,61,12,1,0,1,false
1058,92,14,0,1,1,false
1057,71,54,1,0,1,false
1059,55,29,0,1,1,false
1060,93,21,1,0,1,false
1061,46,13,0,1,1,false
1062,87,28,1,0,1,false
1063,92,41,1,0,1,false
1043,63,38,1,0,1,false
1066,42,35,0,1,1,false
1067,10,3,0,1,1,false
1068,63,28,1,0,1,false
1069,99,57,0,1,1,false
1070,78,17,0,1,1,false
1071,69,1,1,0,1,false
1072,57,15,1,0,1,false
1073,84,17,0,1,1,false
1074,79,21,1,0,1,false
1075,87,30,1,0,1,false
1076,26,7,1,0,1,false
1056,75,46,1,0,1,false
1077,53,43,0,1,1,false
1065,22,8,1,0,1,false
1064,86,72,0,1,1,false
1079,91,46,0,1,1,false
1081,48,18,1,0,1,false
1082,83,78,0,1,1,false
1083,87,0,1,0,1,false
1084,82,32,0,1,1,false
1085,77,76,0,1,1,false
1086,87,56,1,0,1,false
1080,92,71,0,1,1,false
1089,76,49,0,1,1,false
1088,58,40,0,1,1,false
1090,85,0,0,1,1,false
1091,77,29,0,1,1,false
1092,73,48,1,0,1,false
1093,88,68,0,1,1,false
1094,28,7,0,1,1,false
1078,10,7,0,1,1,false
1097,30,20,0,1,1,false
1098,84,69,0,1,1,false
1099,51,18,1,0,1,false
1100,52,2,0,1,1,false
1101,38,1,1,0,1,false
1102,86,31,1,0,1,false
1087,74,40,0,1,1,false
1103,28,3,1,0,1,false
1104,96,36,0,1,1,false
1105,88,58,1,0,1,false
1106,58,26,0,1,1,false
1107,85,11,1,0,1,false
1108,20,4,1,0,1,false
1110,17,7,0,1,1,false
1095,57,27,1,0,1,false
1111,99,5,1,0,1,false
1112,67,41,0,1,1,false
1113,56,51,0,1,1,false
1115,90,65,1,0,1,false
1114,56,35,0,1,1,false
1117,88,39,1,0,1,false
1096,22,18,1,0,1,false
1116,94,72,0,1,1,false
1109,99,51,0,1,1,false
1118,15,0,1,0,1,false
1119,52,50,1,0,1,false
1120,98,60,1,0,1,false
1122,21,11,0,1,1,false
1123,91,73,0,1,1,false
1124,68,2,1,0,1,false
1125,61,37,1,0,1,false
1126,53,37,1,0,1,false
1128,9,2,0,1,1,false
1127,91,81,1,0,1,false
1129,40,17,0,1,1,false
1131,38,12,1,0,1,false
1130,55,35,1,0,1,false
1132,36,23,1,0,1,false
1133,58,54,0,1,1,false
1134,57,55,0,1,1,false
1135,36,28,1,0,1,false
1136,95,50,1,0,1,false
1137,84,15,1,0,1,false
1139,90,2,1,0,1,false
1140,96,11,1,0,1,false
1141,69,45,1,0,1,false
1142,43,4,1,0,1,false
1143,81,45,1,0,1,false
1144,42,26,0,1,1,false
1145,56,13,1,0,1,false
1146,84,71,0,1,1,false
1147,70,65,1,0,1,false
1149,91,39,0,1,1,false
1150,40,22,1,0,1,false
1138,87,73,1,0,1,false
1148,74,3,1,0,1,false
1153,43,40,1,0,1,false
1154,14,5,1,0,1,false
1155,20,18,0,1,1,false
1156,33,19,0,1,1,false
1157,29,4,0,1,1,false
1158,84,6,1,0,1,false
1151,93,29,1,0,1,false
1152,90,32,0,1,1,false
1161,78,36,0,1,1,false
1160,96,42,1,0,1,false
1162,77,17,0,1,1,false
1159,91,58,1,0,1,false
1164,46,7,0,1,1,false
1163,75,36,0,1,1,false
1167,75,14,0,1,1,false
1165,66,26,1,0,1,false
1169,37,8,0,1,1,false
1170,90,37,1,0,1,false
1168,32,11,1,0,1,false
1171,29,18,0,1,1,false
1166,90,74,0,1,1,false
1174,74,66,1,0,1,false
1173,84,24,0,1,1,false
1172,75,11,1,0,1,false
1176,87,85,1,0,1,false
1178,29,20,1,0,1,false
1177,34,13,0,1,1,false
1175,86,1,1,0,1,false
1180,96,18,1,0,1,false
1179,78,50,1,0,1,false
1182,97,61,0,1,1,false
1184,67,34,1,0,1,false
1181,55,33,0,1,1,false
1185,76,9,1,0,1,false
1183,72,32,1,0,1,false
1188,21,20,0,1,1,false
1187,8,1,1,0,1,false
1189,32,16,1,0,1,false
1191,81,10,1,0,1,false
1186,31,18,1,0,1,false
1192,81,74,0,1,1,false
1190,72,50,1,0,1,false
1121,57,0,0,1,1,false
1196,87,14,1,0,1,false
1194,48,22,0,1,1,false
1193,78,66,1,0,1,false
1195,99,84,0,1,1,false
1197,25,2,1,0,1,false
1198,83,77,1,0,1,false
1199,40,0,0,1,1,false
1203,92,83,1,0,1,false
1204,38,30,0,1,1,false
1205,71,65,1,0,1,false
1206,14,12,0,1,1,false
1207,62,33,0,1,1,false
1208,80,15,1,0,1,false
1209,99,11,0,1,1,false
1210,99,27,1,0,1,false
1201,49,47,0,1,1,false
1212,7,5,1,0,1,false
1211,96,40,0,1,1,false
1214,56,27,1,0,1,false
1213,76,47,0,1,1,false
1216,66,21,1,0,1,false
1217,68,56,1,0,1,false
1215,17,5,1,0,1,false
1219,83,44,0,1,1,false
1220,16,9,0,1,1,false
1218,97,76,1,0,1,false
1200,86,38,0,1,1,false
1202,67,29,0,1,1,false
1221,97,3,0,1,1,false
1222,21,10,1,0,1,false
1223,99,74,0,1,1,false
1224,96,84,0,1,1,false
1225,60,45,1,0,1,false
1229,22,10,1,0,1,false
1230,63,9,1,0,1,false
1231,69,25,0,1,1,false
1232,86,80,1,0,1,false
1233,66,54,1,0,1,false
1234,52,35,0,1,1,false
1235,91,27,1,0,1,false
1236,78,3,1,0,1,false
1237,96,91,0,1,1,false
1238,20,13,1,0,1,false
1239,83,76,1,0,1,false
1240,65,32,0,1,1,false
1241,98,46,1,0,1,false
1242,74,36,1,0,1,false
1243,48,0,0,1,1,false
1244,87,5,1,0,1,false
1245,58,19,0,1,1,false
1246,66,6,1,0,1,false
1227,85,76,1,0,1,false
1226,87,6,1,0,1,false
1228,56,21,1,0,1,false
1247,87,65,1,0,1,false
1248,95,64,0,1,1,false
1251,72,20,0,1,1,false
1250,76,7,0,1,1,false
1252,63,5,1,0,1,false
1254,89,23,1,0,1,false
1255,98,65,1,0,1,false
1256,57,32,1,0,1,false
1258,81,61,1,0,1,false
1259,43,41,1,0,1,false
1257,44,38,0,1,1,false
1253,75,22,0,1,1,false
1262,33,29,0,1,1,false
1263,67,2,0,1,1,false
1264,50,36,0,1,1,false
1260,68,25,0,1,1,false
1266,62,29,0,1,1,false
1267,60,48,0,1,1,false
1265,46,26,1,0,1,false
1261,84,29,1,0,1,false
1270,49,38,0,1,1,false
1271,65,43,0,1,1,false
1272,70,42,1,0,1,false
1268,96,64,0,1,1,false
1273,26,23,1,0,1,false
1275,47,37,1,0,1,false
1269,80,33,0,1,1,false
1274,93,56,1,0,1,false
1278,69,61,0,1,1,false
1277,68,63,0,1,1,false
1280,96,41,1,0,1,false
1281,17,3,1,0,1,false
1279,47,7,0,1,1,false
1282,84,44,0,1,1,false
1283,78,44,1,0,1,false
1276,64,52,1,0,1,false
1284,84,31,0,1,1,false
1286,44,13,0,1,1,false
1287,27,1,0,1,1,false
1289,96,81,0,1,1,false
1290,97,35,0,1,1,false
1288,80,21,0,1,1,false
1291,74,45,1,0,1,false
1285,85,3,1,0,1,false
1294,57,3,1,0,1,false
1293,69,19,0,1,1,false
1295,84,59,1,0,1,false
1296,92,91,1,0,1,false
1297,82,33,0,1,1,false
1298,96,39,1,0,1,false
1299,88,44,1,0,1,false
1292,99,54,0,1,1,false
1302,87,44,1,0,1,false
1301,82,47,1,0,1,false
1303,28,11,0,1,1,false
1304,89,37,0,1,1,false
1305,95,47,0,1,1,false
1307,75,51,0,1,1,false
1308,59,2,1,0,1,false
1306,44,29,1,0,1,false
1300,17,13,1,0,1,false
1311,42,37,0,1,1,false
1310,36,35,1,0,1,false
1312,28,27,1,0,1,false
1313,10,4,0,1,1,false
1314,43,16,1,0,1,false
1315,99,16,0,1,1,false
1317,71,52,1,0,1,false
1318,46,11,0,1,1,false
1249,88,53,0,1,1,false
1319,75,52,0,1,1,false
1320,71,24,1,0,1,false
1321,91,41,0,1,1,false
1322,79,57,1,0,1,false
1309,84,13,0,1,1,false
1316,59,4,0,1,1,false
1326,79,52,1,0,1,false
1327,67,47,0,1,1,false
1328,37,25,1,0,1,false
1323,50,34,0,1,1,false
1329,69,44,1,0,1,false
1330,87,23,1,0,1,false
1331,83,25,0,1,1,false
1333,12,1,1,0,1,false
1334,18,2,1,0,1,false
1335,53,49,1,0,1,false
1325,96,69,0,1,1,false
1336,11,0,0,1,1,false
1337,95,34,0,1,1,false
1338,37,3,0,1,1,false
1324,41,20,0,1,1,false
1340,1,0,0,1,1,false
1339,59,48,1,0,1,false
1332,50,39,0,1,1,false
1342,65,11,0,1,1,false
1343,99,43,0,1,1,false
1341,58,9,0,1,1,false
1344,91,76,1,0,1,false
1346,90,28,1,0,1,false
1347,92,47,1,0,1,false
1348,95,46,1,0,1,false
1349,58,56,0,1,1,false
1345,18,12,0,1,1,false
1350,69,14,0,1,1,false
1352,65,17,1,0,1,false
1351,69,67,1,0,1,false
1353,89,5,0,1,1,false
1354,96,89,0,1,1,false
1355,69,49,1,0,1,false
1356,57,54,0,1,1,false
1357,77,8,0,1,1,false
1358,92,4,1,0,1,false
1359,34,31,0,1,1,false
1360,24,1,1,0,1,false
1361,51,10,1,0,1,false
1364,50,18,1,0,1,false
1365,35,25,0,1,1,false
1366,94,68,0,1,1,false
1367,48,32,0,1,1,false
1363,82,80,0,1,1,false
1368,30,1,1,0,1,false
1369,51,38,0,1,1,false
1371,92,66,0,1,1,false
1372,67,23,1,0,1,false
1373,37,5,0,1,1,false
1374,99,76,0,1,1,false
1375,68,51,1,0,1,false
1377,35,10,1,0,1,false
1376,88,37,1,0,1,false
1378,21,19,0,1,1,false
1379,47,9,1,0,1,false
1380,47,26,1,0,1,false
1381,33,32,0,1,1,false
1382,73,71,0,1,1,false
1384,34,33,0,1,1,false
1383,62,13,0,1,1,false
1385,30,0,1,0,1,false
1386,9,8,0,1,1,false
1387,86,61,0,1,1,false
1388,88,40,1,0,1,false
1389,88,64,0,1,1,false
1391,90,41,1,0,1,false
1390,82,73,0,1,1,false
1392,56,29,0,1,1,false
1393,77,46,0,1,1,false
1394,61,57,0,1,1,false
1395,58,0,0,1,1,false
1396,60,16,0,1,1,false
1398,21,0,0,1,1,false
1397,91,3,0,1,1,false
1399,62,20,0,1,1,false
1400,71,17,1,0,1,false
1401,91,54,0,1,1,false
1402,54,32,1,0,1,false
1403,67,24,1,0,1,false
1405,87,25,1,0,1,false
1406,83,29,0,1,1,false
1404,55,13,0,1,1,false
1407,96,48,1,0,1,false
1408,93,0,0,1,1,false
1409,83,23,1,0,1,false
1410,87,49,1,0,1,false
1412,50,43,0,1,1,false
1413,88,55,1,0,1,false
1414,83,60,1,0,1,false
1415,60,11,0,1,1,false
1416,68,13,1,0,1,false
1411,86,50,1,0,1,false
1417,45,8,0,1,1,false
1419,54,14,1,0,1,false
1418,98,27,1,0,1,false
1420,64,45,1,0,1,false
1421,50,45,0,1,1,false
1422,52,27,1,0,1,false
1423,89,69,0,1,1,false
1424,67,59,0,1,1,false
1426,72,38,0,1,1,false
1425,75,38,0,1,1,false
1427,63,16,1,0,1,false
1429,41,8,0,1,1,false
1428,88,14,1,0,1,false
1430,69,47,1,0,1,false
1431,54,1,1,0,1,false
1433,83,20,1,0,1,false
1434,53,38,0,1,1,false
1432,71,0,0,1,1,false
1370,55,43,0,1,1,false
1435,92,53,0,1,1,false
1436,72,12,0,1,1,false
1437,65,10,1,0,1,false
1438,87,53,1,0,1,false
1440,80,31,0,1,1,false
1442,71,56,1,0,1,false
1441,55,5,0,1,1,false
1443,82,78,0,1,1,false
1445,89,3,0,1,1,false
1444,58,22,0,1,1,false
1439,83,39,1,0,1,false
1448,75,37,1,0,1,false
1449,89,22,1,0,1,false
1447,78,38,0,1,1,false
1450,54,38,0,1,1,false
1446,86,46,0,1,1,false
1452,95,32,0,1,1,false
1451,96,78,0,1,1,false
1453,39,6,1,0,1,false
1455,98,40,1,0,1,false
1454,84,56,1,0,1,false
1458,51,8,1,0,1,false
1457,90,72,1,0,1,false
1456,83,27,1,0,1,false
1459,93,75,0,1,1,false
1460,57,46,1,0,1,false
1461,57,25,1,0,1,false
1462,66,10,1,0,1,false
1362,32,0,1,0,1,false
1465,52,40,0,1,1,false
1464,89,84,1,0,1,false
1466,75,31,0,1,1,false
1467,69,40,1,0,1,false
1468,77,33,1,0,1,false
1469,22,15,0,1,1,false
1470,72,65,1,0,1,false
1463,66,45,1,0,1,false
1472,68,62,1,0,1,false
1471,91,82,1,0,1,false
1474,17,8,1,0,1,false
1476,44,36,1,0,1,false
1475,81,72,0,1,1,false
1478,37,26,0,1,1,false
1477,74,42,1,0,1,false
1479,44,17,0,1,1,false
1473,82,17,0,1,1,false
1480,91,12,1,0,1,false
1481,29,26,1,0,1,false
1485,81,79,0,1,1,false
1486,89,59,1,0,1,false
1487,52,47,0,1,1,false
1488,46,27,1,0,1,false
1484,86,53,0,1,1,false
1489,30,21,1,0,1,false
1482,74,33,1,0,1,false
1490,33,17,0,1,1,false
1491,90,82,1,0,1,false
1492,69,62,1,0,1,false
1483,88,42,0,1,1,false
1495,14,1,1,0,1,false
1496,94,91,1,0,1,false
1498,3,0,1,0,1,false
1494,66,63,1,0,1,false
1500,87,74,1,0,1,false
1501,34,20,0,1,1,false
1499,50,44,0,1,1,false
1497,48,44,0,1,1,false
1502,38,13,1,0,1,false
1493,79,54,1,0,1,false
1503,72,24,1,0,1,false
1505,97,71,0,1,1,false
1504,92,0,0,1,1,false
1506,66,34,1,0,1,false
1508,89,31,1,0,1,false
1507,83,62,0,1,1,false
1511,81,30,1,0,1,false
1512,94,16,1,0,1,false
1513,65,16,1,0,1,false
1509,66,15,1,0,1,false
1515,92,67,1,0,1,false
1516,80,49,1,0,1,false
1517,19,17,1,0,1,false
1514,78,18,1,0,1,false
1518,70,17,0,1,1,false
1510,65,20,0,1,1,false
1519,86,5,0,1,1,false
1522,90,62,1,0,1,false
1523,19,15,1,0,1,false
1524,55,7,0,1,1,false
1525,99,85,0,1,1,false
1526,97,63,0,1,1,false
1521,77,50,1,0,1,false
1527,47,20,0,1,1,false
1520,50,30,1,0,1,false
1529,16,12,1,0,1,false
1531,98,56,1,0,1,false
1530,89,26,0,1,1,false
1532,82,53,0,1,1,false
1534,7,1,1,0,1,false
1533,44,41,1,0,1,false
1535,82,79,0,1,1,false
1528,96,37,0,1,1,false
1537,70,69,1,0,1,false
1539,51,20,0,1,1,false
1538,92,6,0,1,1,false
1540,93,71,1,0,1,false
1542,64,56,1,0,1,false
1541,68,22,1,0,1,false
1536,92,82,1,0,1,false
1545,80,54,1,0,1,false
1546,93,49,1,0,1,false
1547,54,19,0,1,1,false
1548,84,53,1,0,1,false
1550,87,11,1,0,1,false
1543,84,52,1,0,1,false
1549,48,28,1,0,1,false
1544,76,29,0,1,1,false
1552,68,49,1,0,1,false
1554,85,82,1,0,1,false
1555,76,52,0,1,1,false
1556,57,40,1,0,1,false
1557,49,13,1,0,1,false
1559,79,70,1,0,1,false
1558,68,50,1,0,1,false
1561,69,28,0,1,1,false
1560,60,46,1,0,1,false
1562,72,13,0,1,1,false
1563,94,70,0,1,1,false
1564,52,28,0,1,1,false
1565,83,81,1,0,1,false
1566,82,69,1,0,1,false
1551,37,16,1,0,1,false
1569,93,31,1,0,1,false
1570,90,80,1,0,1,false
1571,24,18,1,0,1,false
1567,88,12,0,1,1,false
1572,63,33,1,0,1,false
1573,66,46,1,0,1,false
1574,83,31,1,0,1,false
1553,91,43,1,0,1,false
1568,67,4,1,0,1,false
1575,56,8,1,0,1,false
1579,94,55,0,1,1,false
1578,41,39,1,0,1,false
1580,86,30,0,1,1,false
1581,91,84,0,1,1,false
1582,23,8,0,1,1,false
1583,23,5,0,1,1,false
1585,74,72,1,0,1,false
1584,81,18,0,1,1,false
1586,73,30,0,1,1,false
1587,96,66,0,1,1,false
1588,20,8,1,0,1,false
1589,38,24,1,0,1,false
1590,33,11,1,0,1,false
1592,36,30,0,1,1,false
1593,80,26,1,0,1,false
1594,54,9,1,0,1,false
1595,66,40,1,0,1,false
1596,77,1,0,1,1,false
1577,62,56,1,0,1,false
1597,61,50,1,0,1,false
1576,62,0,1,0,1,false
1591,38,10,1,0,1,false
1601,67,39,1,0,1,false
1599,57,8,0,1,1,false
1602,86,27,1,0,1,false
1604,88,46,0,1,1,false
1605,35,5,1,0,1,false
1603,79,56,0,1,1,false
1606,38,34,1,0,1,false
1598,89,54,0,1,1,false
1600,55,53,0,1,1,false
1610,16,6,1,0,1,false
1609,91,31,1,0,1,false
1611,68,60,0,1,1,false
1612,29,21,1,0,1,false
1613,80,22,1,0,1,false
1614,72,2,0,1,1,false
1615,54,50,1,0,1,false
1617,35,34,1,0,1,false
1618,74,37,1,0,1,false
1619,72,19,1,0,1,false
1620,21,18,0,1,1,false
1621,55,47,0,1,1,false
1607,94,54,0,1,1,false
1622,91,10,0,1,1,false
1608,99,68,0,1,1,false
1616,92,81,0,1,1,false
1626,77,69,1,0,1,false
1627,99,9,0,1,1,false
1625,57,28,1,0,1,false
1628,77,28,0,1,1,false
1629,93,43,0,1,1,false
1630,50,41,0,1,1,false
1631,89,61,1,0,1,false
1623,37,21,1,0,1,false
1634,86,8,0,1,1,false
1635,51,42,0,1,1,false
1633,88,86,1,0,1,false
1636,71,50,1,0,1,false
1637,79,45,1,0,1,false
1638,16,14,0,1,1,false
1639,89,39,1,0,1,false
1640,33,13,1,0,1,false
1642,93,84,0,1,1,false
1643,89,40,1,0,1,false
1644,78,72,0,1,1,false
1645,79,4,0,1,1,false
1646,26,8,0,1,1,false
1647,94,49,1,0,1,false
1632,45,17,0,1,1,false
1641,72,35,1,0,1,false
1624,99,19,0,1,1,false
1651,60,14,0,1,1,false
1650,73,62,1,0,1,false
1652,95,30,1,0,1,false
1653,66,30,1,0,1,false
1654,44,34,0,1,1,false
1655,56,33,0,1,1,false
1656,89,33,1,0,1,false
1648,41,30,1,0,1,false
1658,81,66,0,1,1,false
1659,95,73,1,0,1,false
1660,77,47,0,1,1,false
1661,73,64,0,1,1,false
1663,89,57,0,1,1,false
1662,91,9,1,0,1,false
1664,73,2,1,0,1,false
1665,55,16,1,0,1,false
1666,90,71,0,1,1,false
1667,96,90,1,0,1,false
1649,99,63,0,1,1,false
1657,63,58,1,0,1,false
1668,90,8,0,1,1,false
1669,99,64,0,1,1,false
1670,74,73,0,1,1,false
1671,29,12,0,1,1,false
1672,87,45,0,1,1,false
1673,97,87,0,1,1,false
1674,85,75,1,0,1,false
1676,84,77,1,0,1,false
1677,93,2,1,0,1,false
1678,22,9,1,0,1,false
1675,76,38,0,1,1,false
1680,33,4,1,0,1,false
1682,79,60,1,0,1,false
1683,98,62,1,0,1,false
1684,89,72,1,0,1,false
1686,86,29,0,1,1,false
1685,87,66,1,0,1,false
1687,82,81,0,1,1,false
1681,98,52,1,0,1,false
1679,69,3,0,1,1,false
1691,84,55,1,0,1,false
1688,98,93,1,0,1,false
1689,78,40,0,1,1,false
1690,88,65,1,0,1,false
1695,96,32,1,0,1,false
1696,46,35,1,0,1,false
1697,72,0,0,1,1,false
1698,44,21,1,0,1,false
1699,20,7,1,0,1,false
1700,38,32,1,0,1,false
1701,48,24,0,1,1,false
1702,72,23,1,0,1,false
1703,80,58,1,0,1,false
1694,81,16,0,1,1,false
1704,81,21,1,0,1,false
1705,69,22,0,1,1,false
1706,80,42,0,1,1,false
1708,98,45,1,0,1,false
1709,59,45,1,0,1,false
1707,76,11,0,1,1,false
1710,49,2,0,1,1,false
1711,96,26,1,0,1,false
1712,91,15,1,0,1,false
1714,22,7,1,0,1,false
1713,91,63,0,1,1,false
1715,87,20,1,0,1,false
1717,32,21,1,0,1,false
1716,96,19,0,1,1,false
1692,87,69,0,1,1,false
1720,44,5,0,1,1,false
1721,34,25,1,0,1,false
1722,97,23,1,0,1,false
1723,67,36,1,0,1,false
1724,49,26,1,0,1,false
1725,32,24,1,0,1,false
1719,78,11,0,1,1,false
1726,97,86,1,0,1,false
1727,70,43,0,1,1,false
1728,69,10,1,0,1,false
1730,56,19,0,1,1,false
1731,97,12,1,0,1,false
1729,77,67,0,1,1,false
1732,90,39,0,1,1,false
1733,80,32,1,0,1,false
1718,7,6,1,0,1,false
1735,77,26,0,1,1,false
1736,64,62,0,1,1,false
1738,47,27,0,1,1,false
1737,62,17,1,0,1,false
1739,94,63,0,1,1,false
1740,97,78,1,0,1,false
1741,40,19,1,0,1,false
1743,93,34,0,1,1,false
1742,81,50,1,0,1,false
1744,27,9,0,1,1,false
1746,45,18,1,0,1,false
1745,73,29,0,1,1,false
1693,87,43,1,0,1,false
1747,52,14,0,1,1,false
1749,96,7,0,1,1,false
1750,62,28,0,1,1,false
1751,77,66,0,1,1,false
1752,64,34,1,0,1,false
1753,64,26,1,0,1,false
1754,95,83,1,0,1,false
1748,46,0,0,1,1,false
1734,79,11,1,0,1,false
1757,96,82,0,1,1,false
1758,93,78,1,0,1,false
1759,79,39,0,1,1,false
1760,79,46,1,0,1,false
1761,58,1,1,0,1,false
1762,25,3,0,1,1,false
1763,91,22,0,1,1,false
1764,76,19,0,1,1,false
1765,86,57,0,1,1,false
1766,68,44,1,0,1,false
1767,74,71,1,0,1,false
1768,24,5,0,1,1,false
1769,74,30,1,0,1,false
1770,24,8,0,1,1,false
1771,25,4,0,1,1,false
1772,96,5,0,1,1,false
1773,90,20,1,0,1,false
1774,49,36,1,0,1,false
1755,80,8,0,1,1,false
1756,99,82,0,1,1,false
1775,96,60,1,0,1,false
1776,17,6,1,0,1,false
1777,55,45,1,0,1,false
1778,56,55,0,1,1,false
1779,36,22,1,0,1,false
1782,94,22,1,0,1,false
1783,65,53,1,0,1,false
1784,61,27,1,0,1,false
1785,88,70,1,0,1,false
1786,92,34,1,0,1,false
1787,86,15,0,1,1,false
1788,75,73,0,1,1,false
1789,70,60,1,0,1,false
1790,80,52,0,1,1,false
1791,69,5,0,1,1,false
1792,74,23,0,1,1,false
1793,83,12,0,1,1,false
1794,59,30,1,0,1,false
1795,91,20,0,1,1,false
1796,85,14,1,0,1,false
1797,63,48,1,0,1,false
1798,67,43,0,1,1,false
1799,73,27,1,0,1,false
1780,65,36,0,1,1,false
1781,65,61,0,1,1,false
1800,58,39,1,0,1,false
1801,62,60,1,0,1,false
1802,71,60,1,0,1,false
1803,59,29,1,0,1,false
1804,61,48,1,0,1,false
1807,29,24,0,1,1,false
1808,39,13,1,0,1,false
1809,80,75,1,0,1,false
1810,61,32,1,0,1,false
1811,53,39,1,0,1,false
1812,39,33,0,1,1,false
1813,84,22,0,1,1,false
1814,66,43,1,0,1,false
1815,61,22,0,1,1,false
1816,65,2,1,0,1,false
1817,43,9,1,0,1,false
1818,25,12,1,0,1,false
1819,60,26,0,1,1,false
1820,88,27,0,1,1,false
1821,41,16,0,1,1,false
1822,82,36,0,1,1,false
1823,11,6,1,0,1,false
1824,59,32,0,1,1,false
1805,61,18,0,1,1,false
1806,97,51,0,1,1,false
1825,75,47,0,1,1,false
1826,74,28,0,1,1,false
1827,78,39,1,0,1,false
1828,61,4,0,1,1,false
1829,96,2,1,0,1,false
1832,78,48,0,1,1,false
1833,96,4,1,0,1,false
1834,46,16,0,1,1,false
1835,22,0,1,0,1,false
1836,99,26,1,0,1,false
1837,95,12,1,0,1,false
1838,88,5,0,1,1,false
1839,57,9,0,1,1,false
1840,50,20,0,1,1,false
1841,70,39,1,0,1,false
1842,68,53,0,1,1,false
1843,24,20,0,1,1,false
1844,49,46,0,1,1,false
1845,54,0,1,0,1,false
1846,82,61,1,0,1,false
1847,65,46,0,1,1,false
1848,87,40,0,1,1,false
1849,65,54,0,1,1,false
1830,82,74,0,1,1,false
1831,54,15,1,0,1,false
1850,62,23,1,0,1,false
1851,91,80,1,0,1,false
1852,80,63,0,1,1,false
1853,44,0,1,0,1,false
1854,68,55,1,0,1,false
1857,42,5,0,1,1,false
1858,68,28,1,0,1,false
1859,94,23,1,0,1,false
1860,26,13,1,0,1,false
1861,54,2,1,0,1,false
1862,83,4,1,0,1,false
1863,63,4,1,0,1,false
1864,52,10,0,1,1,false
1865,73,61,0,1,1,false
1866,61,29,0,1,1,false
1867,69,39,0,1,1,false
1868,64,23,1,0,1,false
1869,65,14,0,1,1,false
1870,61,58,1,0,1,false
1871,91,17,1,0,1,false
1872,93,16,1,0,1,false
1873,95,27,1,0,1,false
1874,99,50,1,0,1,false
1855,59,19,1,0,1,false
1856,59,25,1,0,1,false
1875,74,46,0,1,1,false
1876,82,8,0,1,1,false
1877,59,0,1,0,1,false
1878,58,48,1,0,1,false
1879,44,27,1,0,1,false
1883,89,35,1,0,1,false
1881,30,15,1,0,1,false
1885,94,11,1,0,1,false
1886,44,43,1,0,1,false
1887,25,13,1,0,1,false
1888,31,16,1,0,1,false
1880,52,46,0,1,1,false
1882,91,21,1,0,1,false
1884,80,56,1,0,1,false
1889,30,28,1,0,1,false
1891,79,2,1,0,1,false
1894,94,36,0,1,1,false
1895,96,25,1,0,1,false
1896,84,38,0,1,1,false
1897,91,35,0,1,1,false
1898,57,31,1,0,1,false
1899,72,58,0,1,1,false
1900,36,13,1,0,1,false
1901,79,13,1,0,1,false
1902,51,16,1,0,1,false
1903,79,41,1,0,1,false
1904,22,6,1,0,1,false
1905,64,46,1,0,1,false
1906,43,0,0,1,1,false
1907,95,55,1,0,1,false
1908,69,34,0,1,1,false
1909,91,74,0,1,1,false
1910,54,16,1,0,1,false
1890,75,58,0,1,1,false
1911,59,42,0,1,1,false
1912,62,35,0,1,1,false
1913,63,46,0,1,1,false
1914,23,10,0,1,1,false
1915,98,19,0,1,1,false
1917,44,1,1,0,1,false
1918,44,31,1,0,1,false
1919,93,82,0,1,1,false
1920,95,29,1,0,1,false
1921,98,34,1,0,1,false
1922,70,13,0,1,1,false
1923,16,5,0,1,1,false
1924,48,10,0,1,1,false
1925,66,56,1,0,1,false
1926,36,19,0,1,1,false
1927,94,66,0,1,1,false
1928,78,0,1,0,1,false
1929,86,18,1,0,1,false
1930,94,83,0,1,1,false
1931,56,31,0,1,1,false
